,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
24,2008,12252,Vladimir,Golubovic,Vladimir Golubovic,C,83.25,258,86.5,111.5,9' 3.5'',21.5,27.0,12.4,3.33,15.0
25,2008,201569,Eric,Gordon,Eric Gordon,SG,74.0,222,81.0,99.0,8' 3'',32.0,40.0,10.81,3.01,15.0
26,2008,201863,Kentrell,Gransberry,Kentrell Gransberry,C,78.75,290,82.25,106.0,8' 10'',24.5,27.5,12.16,3.32,18.0
27,2008,201590,Donte,Greene,Donte Greene,SF-PF,80.25,221,82.0,108.0,9' 0'',27.5,31.5,11.21,3.2,2.0
28,2008,201612,Malik,Hairston,Malik Hairston,SG,76.25,204,81.0,103.5,8' 7.5'',30.5,38.0,11.33,3.08,13.0
29,2008,201614,DeVon,Hardin,DeVon Hardin,C-PF,81.5,235,87.0,109.5,9' 1.5'',29.5,32.0,11.49,3.33,20.0
30,2008,201613,Richard,Hendrix,Richard Hendrix,PF,78.75,250,87.0,108.0,9' 0'',26.5,28.0,10.62,3.27,13.0
31,2008,201588,George,Hill,George Hill,PG,73.25,181,81.0,97.5,8' 1.5'',34.0,37.5,12.2,3.07,9.0
32,2008,12254,Kyle,Hines,Kyle Hines,SF-PF,75.75,234,85.25,104.5,8' 8.5'',28.5,33.0,12.17,3.4,16.0
33,2008,12255,Jiri,Hubalek,Jiri Hubalek,C-PF,81.5,226,82.75,109.0,9' 1'',20.5,26.0,12.26,3.54,2.0
34,2008,201991,Lester,Hudson,Lester Hudson,PG,71.75,196,80.75,98.5,8' 2.5'',30.5,36.0,11.15,3.16,12.0
35,2008,201629,Othello,Hunter,Othello Hunter,PF-SF,78.5,220,87.0,109.5,9' 1.5'',28.0,34.5,11.51,3.18,7.0
36,2008,201616,Darnell,Jackson,Darnell Jackson,PF,79.0,240.5,83.25,106.5,8' 10.5'',27.0,31.0,11.75,3.26,11.0
38,2008,12257,Davon,Jefferson,Davon Jefferson,SF,77.25,213,81.5,105.0,8' 9'',27.0,32.0,12.02,3.36,2.0
39,2008,12258,Joseph,Jones,Joseph Jones,PF,79.0,240,84.25,107.0,8' 11'',25.5,31.0,11.61,3.33,16.0
40,2008,201599,DeAndre,Jordan,DeAndre Jordan,C,81.75,250,90.0,113.5,9' 5.5'',26.0,30.5,12.3,3.27,8.0
41,2008,12253,Sasha,Kaun,Sasha Kaun,C-PF,81.0,247,88.0,110.0,9' 2'',29.0,32.0,12.06,3.2,13.0
42,2008,12260,Marcelus,Kemp,Marcelus Kemp,SG,75.0,221,80.5,103.5,8' 7.5'',26.0,30.0,11.79,3.39,9.0
43,2008,12261,Maarty,Leunen,Maarty Leunen,SF,79.25,222,80.0,102.5,8' 6.5'',29.5,34.5,11.57,3.36,14.0
45,2008,201572,Brook,Lopez,Brook Lopez,C,83.25,258,89.5,113.0,9' 5'',27.5,30.5,12.77,3.57,7.0
46,2008,201567,Kevin,Love,Kevin Love,PF,79.75,255,83.25,106.0,8' 10'',29.5,35.0,11.17,3.22,18.0
47,2008,12262,Aleks,Maric,Aleks Maric,C,81.75,273,85.0,109.5,9' 1.5'',23.0,28.0,11.76,3.35,15.0
48,2008,201564,O.J.,Mayo,O.J. Mayo,SG-PG,75.25,200,78.0,99.5,8' 3.5'',30.5,41.0,11.04,3.14,7.0
49,2008,201651,James,Mays,James Mays,PF,78.75,227,85.75,105.0,8' 9'',29.5,35.0,11.23,3.19,13.0
50,2008,201601,Luc,Mbah a Moute,Luc Mbah a Moute,SF,77.75,221,86.5,103.5,8' 7.5'',32.0,38.5,11.71,3.17,11.0
51,2008,201580,JaVale,McGee,JaVale McGee,C-PF,83.0,241,90.0,114.5,9' 6.5'',27.0,32.5,12.75,3.25,7.0
52,2008,12263,Drew,Neitzel,Drew Neitzel,PG,71.75,175.5,74.5,95.0,7' 11'',25.5,32.0,11.19,3.2,10.0
53,2008,201634,DeMarcus,Nelson,DeMarcus Nelson,PG-SG,73.0,198,82.0,98.5,8' 2.5'',34.5,38.5,10.54,3.13,19.0
54,2008,201624,David,Padgett,David Padgett,C-PF,82.25,239.5,85.0,109.5,9' 1.5'',24.0,28.0,12.45,3.45,17.0
55,2008,12264,Jeremy,Pargo,Jeremy Pargo,PG,72.5,208,77.0,96.0,8' 0'',32.0,37.0,10.65,3.07,7.0
56,2008,12265,Trent,Plaisted,Trent Plaisted,PF,81.25,240,82.5,105.5,8' 9.5'',30.5,35.5,11.32,3.17,14.0
57,2008,12266,Quan,Prowell,Quan Prowell,SF-PF,78.75,225.5,82.5,103.5,8' 7.5'',32.0,36.0,11.79,3.14,16.0
58,2008,12267,Shaun,Pruitt,Shaun Pruitt,C-PF,80.25,242.2,85.0,107.5,8' 11.5'',27.0,32.5,11.3,3.4,10.0
59,2008,201576,Anthony,Randolph,Anthony Randolph,PF-SF,81.0,197,87.0,109.0,9' 1'',29.0,35.0,11.86,3.26,7.0
60,2008,12268,Charles,Rhodes,Charles Rhodes,PF,79.25,244,83.25,107.5,8' 11.5'',26.5,33.5,11.51,3.13,14.0
62,2008,12269,Brian,Roberts,Brian Roberts,PG,72.25,173,73.25,95.0,7' 11'',31.5,36.5,10.65,3.05,10.0
63,2008,201781,Russell,Robinson,Russell Robinson,PG,72.5,196,80.0,100.5,8' 4.5'',25.0,31.5,11.3,3.15,8.0
65,2008,201565,Derrick,Rose,Derrick Rose,PG,73.5,196,80.0,98.5,8' 2.5'',34.5,40.0,11.69,3.05,10.0
67,2008,12271,Ronald,Steele,Ronald Steele,PG,72.25,183.5,76.25,97.5,8' 1.5'',25.0,29.5,11.08,3.26,5.0
68,2008,201446,Mike,Taylor,Mike Taylor,SG-PG,72.75,166.2,79.25,98.0,8' 2'',31.0,39.0,10.98,3.08,2.0
69,2008,12272,Bryce,Taylor,Bryce Taylor,SG,74.75,210,81.0,99.5,8' 3.5'',34.5,41.0,11.08,3.19,16.0
70,2008,201872,Mark,Tyndale,Mark Tyndale,SG-SF,74.75,217,83.0,103.5,8' 7.5'',27.0,33.5,12.52,3.14,5.0
71,2008,12273,Robert,Vaden,Robert Vaden,SG,75.5,199,80.0,101.0,8' 5'',26.0,29.5,11.97,3.4,10.0
72,2008,201622,Deron,Washington,Deron Washington,SF,77.25,198.5,81.0,102.5,8' 6.5'',34.0,40.0,11.03,3.09,7.0
73,2008,201603,Sonny,Weems,Sonny Weems,SG-SF,76.0,193,82.0,104.0,8' 8'',29.0,36.5,10.58,2.96,12.0
74,2008,201566,Russell,Westbrook,Russell Westbrook,PG,74.25,192,79.75,100.0,8' 4'',30.0,36.5,10.98,3.08,12.0
75,2008,199,Reggie,Williams,Reggie Williams,SG,75.25,199,81.25,103.0,8' 7'',31.5,36.5,11.32,3.07,15.0
0,2009,202399,Jeff,Adrien,Jeff Adrien,PF,77.25,236.2,86.0,107.5,8' 11.5'',27.5,31.5,11.34,3.32,16.0
1,2009,201965,Jeff,Ayres,Jeff Ayres,PF,80.75,239.6,85.0,107.0,8' 11'',31.0,35.0,11.98,3.14,15.0
2,2009,201958,Rodrigue,Beaubois,Rodrigue Beaubois,PG,73.25,182.4,81.75,100.0,8' 4'',29.5,39.0,10.49,3.15,3.0
3,2009,201971,DeJuan,Blair,DeJuan Blair,PF,77.25,276.6,86.0,106.5,8' 10.5'',26.0,33.0,11.5,3.45,18.0
4,2009,201974,Derrick,Brown,Derrick Brown,SF-PF,79.5,224.6,86.5,107.5,8' 11.5'',30.5,35.5,11.26,3.13,20.0
5,2009,201978,Chase,Budinger,Chase Budinger,SF-SG,78.25,206.4,79.0,101.0,8' 5'',29.5,38.5,11.08,3.24,10.0
7,2009,201956,Omri,Casspi,Omri Casspi,SF,79.75,211.2,81.25,106.5,8' 10.5'',25.5,32.5,11.15,3.28,2.0
8,2009,12275,Dionte,Christmas,Dionte Christmas,SG,76.25,210.8,81.0,102.5,8' 6.5'',27.0,33.5,10.83,3.21,3.0
9,2009,201947,Earl,Clark,Earl Clark,SF-PF,80.5,228.4,86.5,109.5,9' 1.5'',28.5,33.0,11.17,3.35,5.0
10,2009,201954,Darren,Collison,Darren Collison,PG,72.25,166.2,75.0,96.5,8' 0.5'',30.5,33.5,10.45,3.1,9.0
11,2009,201967,Dante,Cunningham,Dante Cunningham,PF,79.0,227.4,83.0,106.5,8' 10.5'',28.0,35.0,11.18,3.26,18.0
12,2009,201939,Stephen,Curry,Stephen Curry,PG-SG,74.0,181,75.5,97.0,8' 1'',29.5,35.5,11.07,3.28,10.0
13,2009,201948,Austin,Daye,Austin Daye,SF-PF,81.75,191.8,86.75,110.0,9' 2'',25.0,28.0,12.11,3.55,0.0
14,2009,201942,DeMar,DeRozan,DeMar DeRozan,SG-SF,77.5,211.2,81.0,102.5,8' 6.5'',29.0,38.5,11.88,3.31,5.0
15,2009,201962,Toney,Douglas,Toney Douglas,PG,73.0,183.4,78.0,97.5,8' 1.5'',28.0,32.5,10.63,3.03,15.0
16,2009,201961,Wayne,Ellington,Wayne Ellington,SG,76.25,202.4,78.5,100.0,8' 4'',31.5,38.0,11.14,3.2,13.0
17,2009,201936,Tyreke,Evans,Tyreke Evans,PG-SG,76.0,220.6,83.25,104.0,8' 8'',28.5,34.0,11.81,3.17,7.0
18,2009,201938,Jonny,Flynn,Jonny Flynn,PG,71.25,195.6,76.0,95.5,7' 11.5'',33.0,40.0,10.86,3.23,10.0
19,2009,201959,Taj,Gibson,Taj Gibson,PF,80.5,214.4,88.0,109.0,9' 1'',25.5,30.0,11.56,3.41,12.0
20,2009,201980,Danny,Green,Danny Green,SG-SF,77.25,208,82.0,103.0,8' 7'',29.0,33.0,11.3,3.3,15.0
21,2009,201933,Blake,Griffin,Blake Griffin,PF,80.5,248.4,83.25,105.0,8' 9'',32.0,35.5,10.95,3.28,22.0
22,2009,201946,Tyler,Hansbrough,Tyler Hansbrough,PF,80.25,234.2,83.5,106.0,8' 10'',27.5,34.0,11.12,3.27,18.0
23,2009,201935,James,Harden,James Harden,SG,76.0,222,82.75,103.5,8' 7.5'',31.5,37.0,11.1,3.13,17.0
24,2009,201945,Gerald,Henderson,Gerald Henderson,SG-SF,76.0,214.6,82.25,102.5,8' 6.5'',31.5,35.0,11.17,3.14,8.0
25,2009,12278,Josh,Heytvelt,Josh Heytvelt,PF-C,82.0,246.2,85.25,108.0,9' 0'',28.5,34.0,11.67,3.38,15.0
26,2009,201941,Jordan,Hill,Jordan Hill,PF-C,81.25,232.4,85.5,108.0,9' 0'',31.0,35.0,12.23,3.3,11.0
27,2009,201950,Jrue,Holiday,Jrue Holiday,PG-SG,75.25,199,79.0,100.5,8' 4.5'',28.5,34.0,10.64,3.21,6.0
28,2009,12279,Joe,Ingles,Joe Ingles,SF,79.75,209.2,82.25,105.0,8' 9'',26.0,31.0,10.66,3.3,3.0
29,2009,201949,James,Johnson,James Johnson,SF-PF,79.0,257.2,84.75,105.5,8' 9.5'',30.5,35.0,11.21,3.23,18.0
30,2009,201951,Ty,Lawson,Ty Lawson,PG,71.25,196.6,72.75,94.5,7' 10.5'',29.0,36.5,10.98,3.12,14.0
31,2009,201953,Eric,Maynor,Eric Maynor,PG,74.25,163.6,74.5,97.0,8' 1'',28.5,31.5,10.78,3.19,8.0
32,2009,12282,Jack,McClinton,Jack McClinton,SG-PG,71.75,185.2,74.5,96.0,8' 0'',30.0,36.5,10.44,3.21,13.0
33,2009,12283,Jerel,McNeal,Jerel McNeal,SG,73.5,190.4,79.25,99.5,8' 3.5'',31.5,36.5,10.61,3.25,10.0
34,2009,201975,Jodie,Meeks,Jodie Meeks,SG,75.0,211.4,76.5,98.0,8' 2'',28.5,37.0,10.96,3.1,14.0
35,2009,201988,Patty,Mills,Patty Mills,PG,71.25,175.4,74.0,95.0,7' 11'',27.5,33.0,10.87,3.1,8.0
36,2009,201957,Byron,Mullens,Byron Mullens,C,83.75,258.2,85.5,111.0,9' 3'',28.5,32.5,11.1,3.45,10.0
37,2009,201985,A.J.,Price,A.J. Price,PG,72.5,192.8,75.75,97.0,8' 1'',26.0,31.0,10.99,3.22,11.0
38,2009,12284,Tyler,Smith,Tyler Smith,SF,77.25,212,81.75,104.5,8' 8.5'',29.0,33.5,10.69,3.24,10.0
39,2009,201969,DaJuan,Summers,DaJuan Summers,SF,79.25,243,84.75,106.5,8' 10.5'',29.5,34.5,10.94,3.17,15.0
40,2009,201966,Jermaine,Taylor,Jermaine Taylor,SG,75.5,207.4,80.75,101.0,8' 5'',34.0,37.5,11.54,3.32,16.0
41,2009,201952,Jeff,Teague,Jeff Teague,PG,72.25,175.2,79.5,98.5,8' 2.5'',30.5,36.5,11.05,3.18,13.0
43,2009,201977,Marcus,Thornton,Marcus Thornton,SG,74.75,194.4,77.0,99.0,8' 3'',31.0,33.0,10.73,3.28,14.0
44,2009,201944,Terrence,Williams,Terrence Williams,SG-SF,77.0,213.2,81.0,103.5,8' 7.5'',30.5,37.0,11.15,3.18,9.0
0,2010,202374,Solomon,Alabi,Solomon Alabi,C,83.5,237.4,89.0,113.0,9' 5'',22.5,26.0,13.2,3.68,10.0
1,2010,202332,Cole,Aldrich,Cole Aldrich,C,81.0,236,88.75,111.5,9' 3.5'',23.0,28.0,11.48,3.35,10.0
2,2010,202329,Al-Farouq,Aminu,Al-Farouq Aminu,SF,79.25,216,87.25,108.5,9' 0.5'',27.0,33.5,11.29,3.3,13.0
3,2010,202341,James,Anderson,James Anderson,SF,76.75,207.6,80.5,104.0,8' 8'',30.0,35.5,11.86,3.19,14.0
4,2010,202337,Luke,Babbitt,Luke Babbitt,SF-PF,79.5,217.8,83.25,104.5,8' 8.5'',29.5,37.5,10.98,3.4,15.0
6,2010,202344,Trevor,Booker,Trevor Booker,PF,78.25,235.8,81.75,106.0,8' 10'',31.0,36.0,11.15,3.1,22.0
7,2010,202342,Craig,Brackins,Craig Brackins,PF-SF,80.5,229,84.0,109.0,9' 1'',26.0,35.0,11.65,3.39,6.0
8,2010,202340,Avery,Bradley,Avery Bradley,SG-PG,74.0,180.4,79.25,98.5,8' 2.5'',31.5,37.5,11.47,3.14,2.0
9,2010,202382,Derrick,Caracter,Derrick Caracter,PF,80.25,280,84.25,107.5,8' 11.5'',25.0,30.5,12.78,3.61,22.0
12,2010,202348,Jordan,Crawford,Jordan Crawford,SG,75.0,198.4,79.0,101.0,8' 5'',31.5,34.5,11.03,3.37,7.0
14,2010,202365,Devin,Ebanks,Devin Ebanks,SF,79.0,207.8,84.25,107.5,8' 11.5'',23.5,32.0,11.69,3.44,6.0
15,2010,202324,Derrick,Favors,Derrick Favors,PF,80.75,245.2,88.0,110.0,9' 2'',31.5,35.5,11.74,3.25,14.0
16,2010,12316,Keith,Gallon,Keith Gallon,PF-C,80.5,301.8,88.5,109.5,9' 1.5'',23.5,28.5,13.44,3.7,14.0
17,2010,12317,Charles,Garcia,Charles Garcia,SF,80.25,231.6,85.75,107.5,8' 11.5'',24.5,30.5,11.65,3.23,2.0
19,2010,202376,Luke,Harangody,Luke Harangody,PF,78.0,240.2,81.5,106.0,8' 10'',24.0,28.5,11.83,3.41,23.0
21,2010,202351,Lazar,Hayward,Lazar Hayward,SG-SF,76.5,225.8,84.75,102.0,8' 6'',31.0,36.0,10.87,3.31,15.0
22,2010,202330,Gordon,Hayward,Gordon Hayward,SF,78.75,211,79.75,103.0,8' 7'',30.5,34.5,11.73,3.22,10.0
23,2010,202333,Xavier,Henry,Xavier Henry,SG,77.25,210.2,83.25,105.0,8' 9'',28.5,36.5,11.1,3.18,8.0
25,2010,202345,Damion,James,Damion James,SF,78.25,226.6,84.75,107.0,8' 11'',29.0,33.0,10.89,3.2,13.0
26,2010,202325,Wesley,Johnson,Wesley Johnson,SF,78.25,206.4,85.0,106.0,8' 10'',32.0,37.0,11.43,3.14,16.0
27,2010,202356,Armon,Johnson,Armon Johnson,PG-SG,74.0,195.2,80.0,99.5,8' 3.5'',31.5,38.5,11.25,3.19,18.0
28,2010,202346,Dominique,Jones,Dominique Jones,SG,75.25,216,81.25,101.0,8' 5'',26.0,32.5,10.88,3.31,19.0
30,2010,12330,Sylven,Landesberg,Sylven Landesberg,SG,76.75,210,81.0,100.5,8' 4.5'',28.0,32.0,11.59,3.36,8.0
31,2010,202371,Gani,Lawal,Gani Lawal,PF,79.5,233.4,84.0,107.5,8' 11.5'',27.0,31.5,11.61,3.24,20.0
32,2010,202328,Greg,Monroe,Greg Monroe,PF-C,81.75,246.6,86.25,108.5,9' 0.5'',25.0,29.0,12.1,3.35,15.0
33,2010,202350,Daniel,Orton,Daniel Orton,C,80.75,269.2,88.25,110.5,9' 2.5'',24.0,30.5,12.32,3.39,13.0
34,2010,12334,Artsiom,Parakhouski,Artsiom Parakhouski,C,82.25,268.2,85.0,109.5,9' 1.5'',25.5,26.5,12.07,3.33,16.0
35,2010,202335,Patrick,Patterson,Patrick Patterson,PF,80.0,239.6,85.25,107.0,8' 11'',28.5,33.5,11.14,3.25,17.0
37,2010,202360,Andy,Rautins,Andy Rautins,SG,76.25,191.6,79.0,100.0,8' 4'',23.5,30.5,11.27,3.49,8.0
38,2010,12338,Ryan,Richards,Ryan Richards,PF,82.5,230.2,85.5,110.0,9' 2'',25.0,28.5,11.33,3.37,4.0
40,2010,202336,Larry,Sanders,Larry Sanders,PF-C,81.25,222.4,89.75,112.0,9' 4'',25.5,28.0,12.49,3.27,7.0
42,2010,202362,Lance,Stephenson,Lance Stephenson,SG,76.5,227,82.5,103.0,8' 7'',27.0,33.0,11.39,3.38,10.0
43,2010,12343,Mikhail,Torrance,Mikhail Torrance,PG,76.0,208.8,79.5,103.0,8' 7'',23.0,32.0,11.43,3.17,8.0
44,2010,202323,Evan,Turner,Evan Turner,SG,77.75,213.8,80.0,103.5,8' 7.5'',27.5,34.5,11.06,3.27,9.0
45,2010,202327,Ekpe,Udoh,Ekpe Udoh,PF,80.75,237.4,88.5,106.5,8' 10.5'',31.0,33.5,11.15,3.29,10.0
46,2010,12346,Jarvis,Varnado,Jarvis Varnado,PF-C,80.25,210.2,87.5,109.5,9' 1.5'',29.5,32.5,11.61,3.37,3.0
49,2010,202378,Willie,Warren,Willie Warren,SG-PG,74.5,208.4,78.0,99.5,8' 3.5'',23.0,31.5,11.21,3.5,10.0
50,2010,202358,Terrico,White,Terrico White,SG-PG,75.75,202.6,81.0,101.0,8' 5'',31.0,40.0,11.38,3.15,10.0
51,2010,202355,Hassan,Whiteside,Hassan Whiteside,C-PF,82.5,226.6,91.0,113.0,9' 5'',27.0,31.5,11.83,3.54,12.0
0,2011,202728,Keith,Benson,Keith Benson,C-PF,82.0,217,87.75,109.5,9' 1.5'',31.5,36.0,11.88,3.35,12.0
1,2011,202705,Marshon,Brooks,Marshon Brooks,SG,76.25,194.6,85.0,101.0,8' 5'',34.0,38.5,10.74,3.09,5.0
2,2011,202692,Alec,Burks,Alec Burks,SG,77.0,192.6,82.0,103.5,8' 7.5'',29.0,36.0,10.96,3.17,5.0
3,2011,202710,Jimmy,Butler,Jimmy Butler,SF,78.0,222.2,79.5,101.5,8' 5.5'',32.0,39.0,11.12,3.15,14.0
4,2011,202708,Norris,Cole,Norris Cole,PG,72.25,174.4,74.25,95.5,7' 11.5'',29.5,38.5,10.07,3.22,11.0
5,2011,202739,Jon,Diebler,Jon Diebler,SG,77.25,196.6,78.0,99.0,8' 3'',28.0,35.0,10.94,3.37,2.0
6,2011,12406,Michael,Dunigan,Michael Dunigan,PF-C,80.5,237.6,87.25,107.5,8' 11.5'',29.5,34.5,11.85,3.27,10.0
7,2011,12407,LaceDarius,Dunn,LaceDarius Dunn,SG,75.0,187.8,78.25,101.0,8' 5'',26.5,31.0,11.45,3.27,3.0
8,2011,202702,Kenneth,Faried,Kenneth Faried,PF,78.0,224.6,84.0,108.0,9' 0'',30.5,35.0,11.35,3.26,16.0
9,2011,12409,James,Fredette,James Fredette,PG,72.75,196,76.5,96.5,8' 0.5'',28.0,33.0,10.42,3.21,14.0
10,2011,202726,Andrew,Goudelock,Andrew Goudelock,PG,73.25,197.6,76.25,96.5,8' 0.5'',32.5,37.0,10.33,3.1,4.0
11,2011,202706,Jordan,Hamilton,Jordan Hamilton,SF,78.75,228.4,81.5,104.0,8' 8'',25.0,32.0,11.47,3.3,7.0
12,2011,202712,Justin,Harper,Justin Harper,PF-SF,80.0,228,83.75,106.0,8' 10'',28.5,33.0,11.92,3.3,19.0
13,2011,202699,Tobias,Harris,Tobias Harris,SF-PF,78.5,222.8,83.0,103.5,8' 7.5'',31.5,37.5,10.96,3.17,12.0
15,2011,12415,Scotty,Hopson,Scotty Hopson,SG,77.75,204.6,82.5,103.5,8' 7.5'',32.5,36.0,10.47,3.18,10.0
17,2011,12417,Rick,Jackson,Rick Jackson,PF,80.25,241.8,86.0,106.5,8' 10.5'',28.5,33.0,11.51,3.26,9.0
18,2011,202724,Charles,Jenkins,Charles Jenkins,PG-SG,73.5,216.4,79.5,96.5,8' 0.5'',29.5,34.0,11.68,3.18,16.0
19,2011,202707,JaJuan,Johnson,JaJuan Johnson,PF,81.0,219.8,86.0,107.5,8' 11.5'',33.5,38.0,11.21,3.14,15.0
20,2011,202709,Cory,Joseph,Cory Joseph,PG,74.0,186.2,77.5,99.0,8' 3'',27.5,35.0,10.75,3.27,5.0
21,2011,202683,Enes,Kanter,Enes Kanter,PF-C,81.75,259.2,85.5,109.5,9' 1.5'',26.0,32.5,11.3,3.26,14.0
22,2011,202688,Brandon,Knight,Brandon Knight,PG,73.5,176.8,78.75,98.5,8' 2.5'',29.0,37.5,10.74,3.07,10.0
23,2011,202723,Malcolm,Lee,Malcolm Lee,SG,76.0,198.2,81.75,101.5,8' 5.5'',30.0,35.5,11.2,3.09,17.0
24,2011,202695,Kawhi,Leonard,Kawhi Leonard,SF,78.0,227.4,87.0,106.0,8' 10'',25.5,32.0,11.45,3.15,3.0
25,2011,202727,Travis,Leslie,Travis Leslie,SG,75.0,205,82.5,103.0,8' 7'',33.0,40.5,11.0,3.13,10.0
26,2011,202720,Jon,Leuer,Jon Leuer,PF,82.0,223.2,84.0,105.5,8' 9.5'',29.5,36.5,10.82,3.36,14.0
28,2011,12428,David,Lighty,David Lighty,SG,76.75,216.2,80.0,101.0,8' 5'',28.5,33.0,10.81,3.25,15.0
29,2011,202714,Shelvin,Mack,Shelvin Mack,PG,73.0,209,79.5,96.5,8' 0.5'',32.0,39.0,11.23,3.18,17.0
34,2011,202721,Darius,Morris,Darius Morris,PG-SG,75.25,190,79.5,102.0,8' 6'',24.5,32.0,11.0,3.2,12.0
35,2011,202718,Chandler,Parsons,Chandler Parsons,SF,80.75,221.2,81.5,104.5,8' 8.5'',25.5,31.5,11.05,3.29,4.0
36,2011,12436,Jereme,Richmond,Jereme Richmond,SF,78.0,207.2,82.25,106.5,8' 10.5'',27.0,33.5,11.74,3.02,0.0
37,2011,202729,Josh,Selby,Josh Selby,SG-PG,73.75,194.6,77.25,98.0,8' 2'',29.5,42.0,11.13,3.2,5.0
38,2011,202697,Iman,Shumpert,Iman Shumpert,PG-SG,76.25,221.8,81.5,99.5,8' 3.5'',36.5,42.0,11.1,3.18,18.0
39,2011,202713,Kyle,Singler,Kyle Singler,SF,79.5,228,82.1,106.0,8' 10'',23.0,30.0,11.22,3.21,10.0
40,2011,202698,Chris,Singleton,Chris Singleton,SF,79.75,230.2,85.0,103.5,8' 7.5'',30.5,37.5,11.33,3.09,15.0
41,2011,12441,Jamie,Skeen,Jamie Skeen,PF,78.5,241.6,85.25,106.5,8' 10.5'',26.0,30.5,12.43,3.46,10.0
42,2011,202701,Nolan,Smith,Nolan Smith,PG,73.5,187.6,77.5,99.0,8' 3'',28.5,34.0,11.05,3.17,9.0
43,2011,12442,Gregory,Smith,Gregory Smith,PF-C,80.0,252.8,86.5,106.5,8' 10.5'',29.5,36.0,12.43,3.36,17.0
44,2011,12445,Malcolm,Thomas,Malcolm Thomas,PF,79.5,223,84.5,107.5,8' 11.5'',32.0,36.5,11.31,3.29,3.0
45,2011,202738,Isaiah,Thomas,Isaiah Thomas,PG,68.75,186,73.75,91.5,7' 7.5'',31.5,40.0,10.49,3.14,13.0
46,2011,202717,Trey,Thompkins,Trey Thompkins,PF,80.5,239,85.0,107.5,8' 11.5'',27.5,30.5,11.72,3.41,15.0
47,2011,202684,Tristan,Thompson,Tristan Thompson,PF,79.5,227.4,85.25,108.5,9' 0.5'',30.0,35.0,10.92,3.26,9.0
48,2011,202691,Klay,Thompson,Klay Thompson,SG,77.75,205.6,81.0,103.5,8' 7.5'',26.5,31.5,10.99,3.24,5.0
49,2011,202719,Jeremy,Tyler,Jeremy Tyler,PF-C,81.0,262.4,89.0,110.5,9' 2.5'',28.0,33.5,11.26,3.29,10.0
50,2011,202696,Nikola,Vucevic,Nikola Vucevic,PF-C,82.25,259.8,88.5,112.5,9' 4.5'',23.5,25.0,12.02,3.27,8.0
51,2011,202689,Kemba,Walker,Kemba Walker,PG,71.5,184,75.5,91.5,7' 7.5'',32.0,39.5,10.87,3.16,7.0
52,2011,202716,Jordan,Williams,Jordan Williams,PF,79.75,247.2,84.25,106.5,8' 10.5'',25.0,30.5,12.74,3.45,10.0
53,2011,202682,Derrick,Williams,Derrick Williams,PF-SF,79.25,248.4,85.5,108.0,9' 0'',29.0,34.5,11.03,3.23,19.0
0,2012,203112,Quincy,Acy,Quincy Acy,PF,78.5,223.8,86.75,106.5,8' 10.5'',32.0,37.0,10.48,3.28,13.0
1,2012,203084,Harrison,Barnes,Harrison Barnes,SF-SG,79.0,227.8,83.25,101.5,8' 5.5'',38.0,39.5,10.93,3.16,15.0
2,2012,203115,Will,Barton,Will Barton,SG-SF,77.0,174.4,81.75,102.5,8' 6.5'',30.0,34.0,12.5,3.6,0.0
3,2012,203078,Bradley,Beal,Bradley Beal,SG,75.25,201.8,80.0,100.0,8' 4'',33.0,39.0,10.95,3.28,8.0
4,2012,12458,J'Covan,Brown,J'Covan Brown,PG,73.0,202.4,77.25,96.0,8' 0'',26.0,29.5,11.68,3.47,3.0
5,2012,203733,William,Buford,William Buford,SG-SF,76.0,214.6,81.5,102.0,8' 6'',27.5,32.5,11.4,3.43,8.0
6,2012,203109,Jae,Crowder,Jae Crowder,SF,76.75,241.2,81.25,99.5,8' 3.5'',31.0,34.5,11.45,3.37,20.0
9,2012,203134,Marcus,Denmon,Marcus Denmon,SG,74.25,188.2,77.0,94.5,7' 10.5'',33.5,40.0,10.82,3.19,8.0
10,2012,203083,Andre,Drummond,Andre Drummond,C,81.75,278.6,90.25,109.5,9' 1.5'',31.5,33.5,10.83,3.39,10.0
12,2012,203105,Festus,Ezeli,Festus Ezeli,C-PF,81.75,264.2,89.75,108.0,9' 0'',34.0,33.5,12.35,3.29,18.0
13,2012,12467,Drew,Gordon,Drew Gordon,PF,80.0,239,83.5,103.5,8' 7.5'',29.0,34.0,11.35,3.49,10.0
14,2012,203254,JaMychal,Green,JaMychal Green,PF,80.0,217.4,86.25,106.5,8' 10.5'',29.5,32.5,10.63,3.38,19.0
15,2012,203110,Draymond,Green,Draymond Green,PF-SF,77.75,235.6,85.25,105.0,8' 9'',28.0,33.0,11.01,3.4,9.0
16,2012,203090,Maurice,Harkless,Maurice Harkless,SF,79.25,206.6,84.0,102.5,8' 6.5'',32.5,37.0,10.87,3.25,5.0
18,2012,203189,Tu,Holloway,Tu Holloway,PG,70.5,186.8,77.5,94.5,7' 10.5'',28.0,35.0,11.0,3.42,12.0
