,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,Player,POSITION,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,Pos,G,MP,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,PER,WS,BPM,Year,Pick,Age
0,2003,12080,Justin,Hamilton,Justin Hamilton,PG-SG,75.0,217,83.0,103.0,8' 7'',30.0,37.5,11.18,3.18,C,33,990,.494,.503,.250,.781,12.9,7.2,0.9,0.8,1.3,22.7,4.3,5.9,2012,45,22
1,2009,201977,Marcus,Thornton,Marcus Thornton,SG,74.75,194.4,77.0,99.0,8' 3'',31.0,33.0,10.73,3.28,F,31,905,.480,.502,.300,.691,12.3,7.3,1.0,0.7,1.1,20.8,3.8,5.5,2015,45,22
2,2009,201977,Marcus,Thornton,Marcus Thornton,SG,74.75,194.4,77.0,99.0,8' 3'',31.0,33.0,10.73,3.28,G,33,1210,.456,.518,.402,.830,20.0,2.8,2.9,0.6,0.1,21.8,4.7,1.3,2015,45,22
3,2015,1626194,Marcus,Thornton,Marcus Thornton,PG-SG,73.75,177.4,79.75,97.5,8' 1.5'',34.5,43.0,10.78,3.02,F,31,905,.480,.502,.300,.691,12.3,7.3,1.0,0.7,1.1,20.8,3.8,5.5,2015,45,22
4,2015,1626194,Marcus,Thornton,Marcus Thornton,PG-SG,73.75,177.4,79.75,97.5,8' 1.5'',34.5,43.0,10.78,3.02,G,33,1210,.456,.518,.402,.830,20.0,2.8,2.9,0.6,0.1,21.8,4.7,1.3,2015,45,22
5,2011,202728,Keith,Benson,Keith Benson,C-PF,82.0,217,87.75,109.5,9' 1.5'',31.5,36.0,11.88,3.35,C,35,1133,.547,.556,.391,.643,17.9,10.1,1.1,0.8,3.6,28.8,5.7,5.4,2011,48,22
6,2011,202692,Alec,Burks,Alec Burks,SG,77.0,192.6,82.0,103.5,8' 7.5'',29.0,36.0,10.96,3.17,G,38,1193,.469,.508,.292,.825,20.5,6.5,2.9,1.1,0.3,29.4,6.6,8.1,2011,12,19
7,2011,202710,Jimmy,Butler,Jimmy Butler,SF,78.0,222.2,79.5,101.5,8' 5.5'',32.0,39.0,11.12,3.15,G,37,1282,.490,.515,.345,.783,15.7,6.1,2.3,1.4,0.4,24.0,6.3,9.4,2011,30,21
8,2011,202708,Norris,Cole,Norris Cole,PG,72.25,174.4,74.25,95.5,7' 11.5'',29.5,38.5,10.07,3.22,G,36,1285,.439,.473,.342,.853,21.7,5.8,5.3,2.2,0.1,30.0,8.3,10.2,2011,28,22
9,2011,202739,Jon,Diebler,Jon Diebler,SG,77.25,196.6,78.0,99.0,8' 3'',28.0,35.0,10.94,3.37,G,37,1320,.507,.525,.502,.810,12.6,2.6,2.4,1.0,0.1,19.6,6.8,11.6,2011,51,23
10,2011,202702,Kenneth,Faried,Kenneth Faried,PF,78.0,224.6,84.0,108.0,9' 0'',30.5,35.0,11.35,3.26,F,35,1216,.623,.623,0,.577,17.3,14.5,1.1,1.9,2.3,34.7,8.3,8.5,2011,22,21
11,2011,202726,Andrew,Goudelock,Andrew Goudelock,PG,73.25,197.6,76.25,96.5,8' 0.5'',32.5,37.0,10.33,3.1,G,37,1302,.455,.496,.407,.821,23.7,3.9,4.2,0.9,0.2,26.7,6.5,6.0,2011,46,22
12,2011,202706,Jordan,Hamilton,Jordan Hamilton,SF,78.75,228.4,81.5,104.0,8' 8'',25.0,32.0,11.47,3.3,G,36,1159,.440,.481,.385,.779,18.6,7.7,2.1,0.9,0.6,25.6,6.7,11.4,2011,26,20
13,2011,202706,Jordan,Hamilton,Jordan Hamilton,SF,78.75,228.4,81.5,104.0,8' 8'',25.0,32.0,11.47,3.3,F,26,420,.471,.586,.318,.750,5.0,1.9,0.4,0.3,0.5,11.6,0.9,-2.7,2011,26,20
14,2011,202712,Justin,Harper,Justin Harper,PF-SF,80.0,228,83.75,106.0,8' 10'',28.5,33.0,11.92,3.3,F,37,1178,.534,.585,.448,.797,17.9,6.9,1.2,0.6,1.2,29.0,7.1,9.7,2011,32,21
15,2011,202699,Tobias,Harris,Tobias Harris,SF-PF,78.5,222.8,83.0,103.5,8' 7.5'',31.5,37.5,10.96,3.17,F,34,993,.460,.497,.303,.753,15.3,7.3,1.3,0.7,0.9,23.8,4.4,7.3,2011,19,18
16,2011,202724,Charles,Jenkins,Charles Jenkins,PG-SG,73.5,216.4,79.5,96.5,8' 0.5'',29.5,34.0,11.68,3.18,G,33,1232,.517,.563,.420,.824,22.6,3.4,4.8,1.7,0.7,31.4,7.3,9.6,2011,44,22
17,2011,202707,JaJuan,Johnson,JaJuan Johnson,PF,81.0,219.8,86.0,107.5,8' 11.5'',33.5,38.0,11.21,3.14,F,34,1203,.494,.516,.294,.809,20.5,8.6,1.0,0.9,2.3,28.8,7.2,10.5,2011,27,22
18,2011,202709,Cory,Joseph,Cory Joseph,PG,74.0,186.2,77.5,99.0,8' 3'',27.5,35.0,10.75,3.27,G,36,1166,.422,.429,.413,.699,10.4,3.6,3.0,1.0,0.3,15.1,4.4,6.5,2011,29,19
19,2011,202688,Brandon,Knight,Brandon Knight,PG,73.5,176.8,78.75,98.5,8' 2.5'',29.0,37.5,10.74,3.07,G,38,1363,.423,.461,.377,.795,17.3,4.0,4.2,0.7,0.2,19.3,5.3,5.5,2011,8,19
20,2011,202695,Kawhi,Leonard,Kawhi Leonard,SF,78.0,227.4,87.0,106.0,8' 10'',25.5,32.0,11.45,3.15,F,36,1172,.444,.478,.291,.759,15.5,10.6,2.5,1.4,0.6,26.5,6.8,9.2,2011,15,19
21,2011,202727,Travis,Leslie,Travis Leslie,SG,75.0,205,82.5,103.0,8' 7'',33.0,40.5,11.0,3.13,G,33,1062,.492,.517,.302,.801,14.4,7.2,2.9,1.2,0.6,24.9,5.2,8.9,2011,47,21
22,2011,202720,Jon,Leuer,Jon Leuer,PF,82.0,223.2,84.0,105.5,8' 9.5'',29.5,36.5,10.82,3.36,F,34,1139,.470,.513,.370,.843,18.3,7.2,1.6,0.5,0.9,28.7,6.3,9.8,2011,40,22
23,2011,202714,Shelvin,Mack,Shelvin Mack,PG,73.0,209,79.5,96.5,8' 0.5'',32.0,39.0,11.23,3.18,G,38,1219,.408,.462,.354,.769,16.0,4.5,3.4,0.8,0.1,21.0,5.0,6.6,2011,34,21
24,2011,202734,E'Twaun,Moore,E'Twaun Moore,SG,74.5,191.4,81.5,99.5,8' 3.5'',32.0,34.5,11.12,3.31,G,34,1152,.447,.473,.400,.709,18.0,5.1,3.2,1.2,0.5,23.9,5.9,10.2,2011,55,22
25,2011,202721,Darius,Morris,Darius Morris,PG-SG,75.25,190,79.5,102.0,8' 6'',24.5,32.0,11.0,3.2,G,35,1219,.489,.533,.250,.715,15.0,4.0,6.7,1.0,0.0,22.7,5.3,6.3,2011,41,20
26,2011,202718,Chandler,Parsons,Chandler Parsons,SF,80.75,221.2,81.5,104.5,8' 8.5'',25.5,31.5,11.05,3.29,F,36,1229,.480,.544,.368,.557,11.3,7.8,3.8,0.9,0.4,19.7,5.0,8.3,2011,38,22
27,2011,202729,Josh,Selby,Josh Selby,SG-PG,73.75,194.6,77.25,98.0,8' 2'',29.5,42.0,11.13,3.2,G,26,530,.373,.384,.362,.757,7.9,2.2,2.2,0.8,0.0,11.9,1.3,2.4,2011,49,20
28,2011,202697,Iman,Shumpert,Iman Shumpert,PG-SG,76.25,221.8,81.5,99.5,8' 3.5'',36.5,42.0,11.1,3.18,G,31,992,.406,.474,.278,.806,17.3,5.9,3.5,2.7,0.2,25.4,4.9,9.6,2011,17,20
