,Year,Player,POSITION,DRAFT_NUMBER,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,Age (Days),DRAFT_NUMBER,G,MP,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,WS,BPM,Total Minutes,Seasons Played,Average Minutes
465,2018,George King,SF-SG,59,76.75,218.6,83.5,101.5,8' 5.5'',31.0,39.0,10.75,3.29,8805,59,32,913,.445,.494,.395,.782,12.9,7.8,1.1,0.5,0.7,3.0,4.7,25,2,12.5
466,2018,Chimezie Metu,PF-C,49,80.5,219.6,84.5,108.0,9' 0'',29.5,36.0,11.89,3.33,7777,49,34,1053,.523,.548,.300,.730,15.7,7.4,1.6,0.8,1.7,4.4,5.6,2016,4,504.0
467,2018,Shake Milton,SG-PG,54,76.5,207.2,84.75,99.5,8' 3.5'',30.0,33.0,11.07,3.25,8326,54,22,800,.449,.462,.434,.847,18.0,4.7,4.4,1.4,0.6,4.2,8.7,3721,4,930.25
468,2018,Josh Okogie,SG,20,75.0,210.8,84.0,102.0,8' 6'',33.0,42.0,11.08,3.04,7571,20,24,873,.416,.432,.380,.821,18.2,6.3,2.5,1.8,1.0,3.4,8.1,5013,4,1253.25
469,2018,Landry Shamet,PG,26,76.0,188.6,78.75,100.0,8' 4'',31.0,39.5,11.26,3.11,7768,26,32,1015,.489,.560,.442,.825,14.9,3.2,5.2,0.7,0.2,4.9,8.6,6087,4,1521.75
470,2018,Zhaire Smith,SF-SG,16,74.75,198.6,81.75,100.0,8' 4'',33.0,41.5,11.02,3.05,7119,16,37,1051,.556,.574,.450,.717,11.3,5.0,1.8,1.1,1.1,5.6,10.8,144,2,72.0
471,2018,Omari Spellman,PF-C,30,80.0,253.8,86.0,107.5,8' 11.5'',28.5,35.5,12.28,3.38,7896,30,40,1125,.476,.511,.433,.700,10.9,8.0,0.8,0.7,1.5,5.2,7.5,1691,2,845.5
472,2018,Khyri Thomas,SG,38,74.5,198.8,82.5,101.0,8' 5'',30.0,35.0,10.96,3.18,8188,38,33,1046,.538,.639,.411,.788,15.1,4.4,2.8,1.7,0.2,4.8,8.6,411,3,137.0
473,2018,Moritz Wagner,C-PF,25,82.5,241.4,84.0,108.0,9' 0'',27.0,34.0,11.48,3.18,7811,25,39,1078,.528,.614,.394,.694,14.6,7.1,0.8,1.0,0.5,5.7,9.2,2965,4,741.25
474,2019,Jordan Bone,SG,57,73.5,179.0,75.25,95.0,7' 11'',36.0,42.5,9.97,3.08,8365,57,37,1219,.465,.525,.355,.835,13.5,3.2,5.8,0.7,0.1,4.8,6.0,251,2,125.5
475,2019,Ignas Brazdeikis,SF,47,77.75,220.8,81.25,102.0,8' 6'',31.0,36.5,11.06,3.36,7338,47,37,1096,.462,.500,.392,.773,14.8,5.4,0.8,0.7,0.5,5.5,8.9,834,3,278.0
476,2019,Brandon Clarke,SF,21,79.25,207.2,80.25,102.0,8' 6'',34.0,40.5,10.61,3.15,8684,21,37,1040,.687,.705,.267,.694,16.9,8.6,1.9,1.2,3.2,8.8,16.3,3965,3,1321.6666666666667
477,2019,Carsen Edwards,PG,33,70.75,199.4,78.0,94.5,7' 10.5'',28.5,34.0,10.53,3.22,7767,33,36,1275,.394,.440,.355,.837,24.3,3.6,2.9,1.3,0.3,5.6,8.5,707,3,235.66666666666666
478,2019,Bruno Fernando,C,34,80.75,237.0,87.25,110.0,9' 2'',29.5,33.5,11.29,3.21,7920,34,34,1021,.607,.618,.300,.779,13.6,10.6,2.0,0.6,1.9,5.4,10.0,1093,3,364.3333333333333
479,2019,Daniel Gafford,PF,38,81.25,237.6,86.5,110.0,9' 2'',32.5,36.5,11.61,3.25,7966,38,32,919,.660,.660,0,.591,16.9,8.7,0.7,0.9,2.0,4.6,8.3,2850,3,950.0
480,2019,Kyle Guy,SG,55,72.75,167.8,76.5,95.5,7' 11.5'',30.5,36.5,10.48,3.27,8281,55,38,1345,.449,.491,.426,.833,15.4,4.5,2.1,0.7,0.1,6.8,10.2,430,3,143.33333333333334
481,2019,Jaxson Hayes,PF,8,82.25,218.6,87.5,110.5,9' 2.5'',27.0,34.5,11.74,3.37,7108,8,32,747,.728,.728,0,.740,10.0,5.0,0.3,0.6,2.2,4.3,10.1,3439,3,1146.3333333333333
482,2019,Talen Horton-Tucker,SG,46,74.5,235.4,85.25,103.0,8' 7'',26.0,34.5,11.34,3.34,7290,46,35,952,.406,.475,.308,.625,11.8,4.9,2.3,1.3,0.7,2.7,4.2,2894,3,964.6666666666666
483,2019,Ty Jerome,PG,24,76.25,194.4,76.0,98.0,8' 2'',26.0,31.5,11.21,3.4,8248,24,37,1256,.435,.469,.399,.736,13.6,4.2,5.5,1.5,0.0,7.2,11.5,1915,3,638.3333333333334
484,2019,Cameron Johnson,SG,11,79.0,205.2,82.0,103.0,8' 7'',30.5,36.5,10.52,3.26,8488,11,36,1076,.506,.556,.457,.818,16.9,5.8,2.4,1.2,0.3,6.2,12.9,4415,3,1471.6666666666667
485,2019,Mfiondu Kabengele,PF,27,80.75,256.2,87.0,109.5,9' 1.5'',28.0,35.5,11.21,3.25,8284,27,37,798,.502,.534,.369,.761,13.2,5.9,0.3,0.6,1.5,4.8,9.6,345,2,172.5
486,2019,Nassir Little,SF,25,76.5,224.2,85.25,104.5,8' 8.5'',31.0,38.5,12.15,3.24,7006,25,36,656,.478,.527,.269,.770,9.8,4.6,0.7,0.5,0.5,2.7,5.1,2306,3,768.6666666666666
487,2019,Terance Mann,SG-SF,48,76.75,204.6,79.75,101.0,8' 5'',32.5,38.5,11.51,3.3,8713,48,37,1174,.505,.547,.390,.790,11.4,6.5,2.5,0.7,0.3,5.1,7.7,3942,3,1314.0
488,2019,Cody Martin,PG-SG,36,76.75,192.2,82.25,102.5,8' 6.5'',28.0,35.5,10.44,3.32,9058,36,34,1171,.505,.574,.358,.763,12.1,4.5,4.9,1.4,0.7,5.4,7.0,3618,3,1206.0
489,2019,Jalen McDaniels,SF,52,80.25,191.6,84.25,105.5,8' 9.5'',29.5,33.5,11.54,3.32,7726,52,34,1055,.466,.495,.320,.732,15.9,8.3,2.1,1.1,0.5,4.0,3.3,2094,3,698.0
490,2019,Jaylen Nowell,SG,43,75.25,202.4,79.25,98.0,8' 2'',32.0,38.5,10.76,3.23,7519,43,36,1240,.502,.525,.440,.779,16.2,5.3,3.1,1.3,0.3,5.0,4.9,1887,3,629.0
491,2019,Miye Oni,SG,58,76.25,205.6,82.75,100.5,8' 4.5'',30.5,38.5,11.71,3.17,8274,58,29,898,.441,.487,.371,.793,17.1,6.3,3.6,0.9,1.3,3.7,4.2,676,3,225.33333333333334
492,2019,Eric Paschall,SF,41,78.0,254.4,87.75,103.5,8' 7.5'',33.0,38.0,11.63,3.3,8729,41,36,1301,.447,.532,.348,.746,16.5,6.1,2.1,0.7,0.5,4.7,4.8,3088,3,1029.3333333333333
493,2019,Jordan Poole,SG,28,75.5,190.8,78.75,99.5,8' 3.5'',28.0,35.5,10.59,3.27,7499,28,37,1224,.436,.518,.369,.833,12.8,3.0,2.2,1.1,0.2,4.9,7.2,4547,3,1515.6666666666667
494,2019,Isaiah Roby,PF,45,79.25,214.0,85.0,106.0,8' 10'',32.5,35.5,10.63,3.25,7728,45,35,1093,.454,.496,.333,.677,11.8,6.9,1.9,1.3,1.9,3.8,6.7,2384,3,794.6666666666666
495,2019,Admiral Schofield,SF,42,76.0,240.6,81.75,102.5,8' 6.5'',30.0,34.0,10.77,3.37,8150,42,37,1175,.474,.505,.418,.698,16.5,6.1,2.0,0.9,0.5,4.6,6.3,840,2,420.0
496,2019,Marial Shayok,SF-PF,54,76.5,196.8,84.25,103.5,8' 7.5'',29.5,36.5,11.16,3.37,8996,54,34,1118,.496,.568,.386,.878,18.7,4.9,2.0,0.9,0.2,4.7,6.4,28,1,28.0
497,2019,Tremont Waters,PG,51,69.5,172.4,74.25,93.5,7' 9.5'',30.5,40.5,10.76,3.07,7705,51,33,1070,.430,.507,.327,.813,15.3,2.8,5.8,2.9,0.1,4.2,8.9,408,3,136.0
498,2019,Quinndary Weatherspoon,SG,49,75.0,206.6,81.0,100.0,8' 4'',31.0,38.0,11.57,3.16,8675,49,34,1157,.508,.564,.396,.809,18.5,4.7,2.8,1.7,0.3,5.4,8.1,270,3,90.0
499,2019,Grant Williams,PF,22,77.75,240.2,81.75,104.5,8' 8.5'',26.0,31.5,10.83,3.33,8025,22,37,1181,.564,.593,.326,.819,18.8,7.5,3.2,1.1,1.5,7.9,12.7,4062,3,1354.0
500,2019,Dylan Windler,SF,26,78.25,195.8,82.0,104.5,8' 8.5'',29.0,37.5,10.7,3.3,8687,26,33,1097,.540,.659,.429,.847,21.3,10.8,2.5,1.4,0.6,7.2,10.3,978,2,489.0
501,2020,Udoka Azubuike,C,27,82.0,259.5,91.25,109.0,9'1.00'',37.0,41.0,11.82,3.23,7952,27,31,859,.748,.748,0,.441,13.7,10.5,0.9,0.5,2.6,5.5,12.4,255,2,127.5
502,2020,Tyler Bey,PF,36,78.0,212.8,85.25,105.5,8'9.50'',37.0,43.5,11.35,3.17,8100,36,31,898,.530,.545,.419,.743,13.8,9.0,1.5,1.5,1.2,5.1,10.1,70,1,70.0
503,2020,CJ Elleby,SG-SF,46,77.5,198.6,79.25,100.5,8'4.50'',30.5,36.5,11.25,3.25,7496,46,32,1068,.396,.439,.339,.823,18.4,7.8,1.9,1.8,0.8,4.5,7.6,1363,2,681.5
504,2020,Josh Green,SG-SF,18,76.5,214.0,81.75,101.5,8'5.50'',30.5,39.5,10.64,3.12,7646,18,30,926,.424,.449,.361,.780,12.0,4.6,2.6,1.5,0.4,3.8,6.9,1485,2,742.5
505,2020,Jalen Harris,SG,59,74.75,193.4,79.0,97.5,8'1.50'',37.5,42.5,10.59,3.11,8284,59,32,777,.374,.500,.279,.745,4.2,2.1,2.4,0.9,0.3,1.4,0.7,170,1,170.0
506,2020,Jalen Harris,SG,59,74.75,193.4,79.0,97.5,8'1.50'',37.5,42.5,10.59,3.11,8284,59,30,991,.446,.495,.362,.823,21.7,6.5,3.9,1.1,0.1,5.0,7.6,170,1,170.0
507,2020,Skylar Mays,SG,50,75.0,204.0,78.0,99.0,8'3.00'',29.0,37.5,10.65,3.3,8670,50,31,1067,.491,.548,.394,.854,16.7,5.0,3.2,1.8,0.2,5.1,8.3,491,2,245.5
508,2020,Zeke Nnaji,PF-C,22,81.25,246.8,86.0,105.5,8'9.50'',33.0,38.0,10.94,3.2,6974,22,32,981,.570,.586,.294,.760,16.1,8.6,0.8,0.7,0.9,5.6,8.0,1095,2,547.5
509,2020,Jordan Nwora,SF-PF,45,77.75,223.0,82.25,104.0,8'8.00'',29.0,35.0,11.29,3.43,8309,45,31,1026,.440,.469,.402,.813,18.0,7.7,1.3,0.7,0.3,5.2,8.2,1459,2,729.5
510,2020,Reggie Perry,PF-C,57,80.25,249.6,84.25,106.5,8'10.50'',30.0,33.5,11.26,3.25,7411,57,31,963,.500,.542,.324,.768,17.4,10.1,2.3,0.8,1.2,5.2,8.5,395,2,197.5
511,2020,Immanuel Quickley,SG,25,74.0,185.8,80.25,99.0,8'3.00'',29.5,35.5,11.21,3.17,7862,25,30,989,.417,.409,.428,.923,16.1,4.2,1.9,0.9,0.1,4.8,7.3,3043,2,1521.5
512,2020,Nick Richards,C,42,82.5,241.6,86.25,110.0,9'2.00'',30.0,34.0,11.42,3.25,8754,42,31,919,.642,.642,0,.752,14.0,7.8,0.2,0.1,2.1,5.1,7.0,427,2,213.5
513,2020,Grant Riller,PG-SG,56,72.25,178.4,77.25,96.5,8'0.50'',32.5,39.5,11.17,3.07,8463,56,31,1039,.499,.554,.362,.827,21.9,5.1,3.9,1.6,0.3,5.8,7.1,26,1,26.0
514,2020,Cassius Stanley,SG,54,77.0,201.6,79.0,99.5,8'3.50'',34.5,44.0,11.4,3.09,7923,54,29,796,.474,.527,.360,.733,12.6,4.9,1.0,0.7,0.7,3.3,5.4,249,2,124.5
515,2020,Tyrell Terry,PG,31,73.5,170.0,73.75,96.0,8'0.00'',30.0,34.0,10.78,3.28,7598,31,31,1010,.441,.470,.408,.891,14.6,4.5,3.2,1.4,0.1,4.5,6.1,60,2,30.0
516,2020,Cassius Winston,PG,53,72.5,196.0,78.0,97.0,8'1.00'',24.0,28.0,11.15,3.61,8118,53,30,980,.448,.459,.432,.852,18.6,2.5,5.9,1.2,0.0,5.0,8.9,137,2,68.5
517,2021,Scottie Barnes,SF,4,79.0,225.4,86.75,108.0,9'0.0'',36.0,39.5,10.88,3.15,7541,4,24,595,.503,.561,.275,.621,10.3,4.0,4.1,1.5,0.5,2.4,7.9,2617,1,2617.0
518,2021,Charles Bassey,C,53,81.25,230.2,87.0,107.5,8'11.5'',33.0,36.0,12.19,3.13,7993,53,28,851,.590,.652,.305,.759,17.6,11.6,0.7,0.4,3.1,5.4,9.1,167,1,167.0
519,2021,Josh Christopher,SG,24,75.25,214.8,81.25,101.0,8'5.0'',29.5,37.5,11.32,3.14,7668,24,15,446,.432,.496,.305,.800,14.3,4.7,1.4,1.5,0.5,1.1,4.2,1333,1,1333.0
520,2021,Ayo Dosunmu,SG,38,75.5,194.4,82.25,102.0,8'6.0'',27.0,33.5,11.51,3.23,7712,38,28,984,.488,.511,.390,.783,20.1,6.3,5.3,1.1,0.2,5.1,9.5,2110,1,2110.0
521,2021,Kessler Edwards,PF,44,79.0,203.0,83.25,106.0,8'10.0'',28.0,37.0,11.3,3.25,7914,44,27,916,.491,.553,.378,.876,17.2,6.8,1.2,1.0,1.2,3.9,5.6,990,1,990.0
522,2021,Luka Garza,C,52,82.0,242.8,85.5,107.5,8'11.5'',24.0,29.5,11.9,3.51,8782,52,31,975,.553,.581,.440,.709,24.1,8.7,1.7,0.7,1.6,6.9,13.7,388,1,388.0
523,2021,Quentin Grimes,SG,25,76.0,205.0,80.0,101.0,8'5.0'',30.5,38.5,11.09,3.07,7823,25,30,984,.406,.410,.403,.788,17.8,5.7,2.0,1.4,0.3,6.1,10.8,787,1,787.0
524,2021,David Johnson,SG,47,75.25,202.8,82.5,104.0,8'8.0'',33.0,39.0,12.02,3.03,7386,47,19,667,.411,.426,.386,.700,12.6,5.8,3.2,1.1,0.3,1.4,3.1,87,4,21.75
525,2021,David Johnson,SG,47,75.25,202.8,82.5,104.0,8'8.0'',33.0,39.0,12.02,3.03,7386,47,19,667,.411,.426,.386,.700,12.6,5.8,3.2,1.1,0.3,1.4,3.1,2,1,2.0
526,2021,Keon Johnson,SG,21,75.5,184.8,79.25,97.0,8'1.0'',41.5,48.0,11.45,3.0,7035,21,27,688,.449,.492,.271,.703,11.3,3.5,2.5,1.1,0.4,2.1,4.1,695,1,695.0
527,2021,Corey Kispert,SF,15,78.0,223.8,79.0,102.0,8'6.0'',30.0,37.5,10.91,3.12,8123,15,32,1019,.529,.628,.440,.878,18.6,5.0,1.8,0.9,0.4,6.4,11.1,1804,1,1804.0
528,2021,Scottie Lewis,SF,56,76.0,187.6,84.0,101.5,8'5.5'',34.0,42.0,10.45,2.98,7767,56,21,538,.445,.512,.318,.673,7.9,3.1,1.5,1.6,1.0,1.4,5.8,6,1,6.0
529,2021,Sandro Mamukelashvili,C,54,81.0,239.8,85.25,106.5,8'10.5'',30.5,36.5,11.63,3.21,8203,54,27,961,.434,.481,.336,.714,17.5,7.6,3.2,1.1,0.6,3.1,6.2,406,1,406.0
530,2021,Miles McBride,PG,36,73.0,195.2,80.75,99.5,8'3.5'',31.0,38.5,11.08,3.1,7943,36,29,991,.431,.439,.414,.813,15.9,3.9,4.8,1.9,0.3,4.7,9.5,373,1,373.0
531,2021,Jason Preston,PG,33,75.0,180.6,80.5,100.5,8'4.5'',30.5,38.5,10.82,3.13,8280,33,20,691,.514,.576,.390,.596,15.7,7.3,7.3,1.5,0.3,3.2,7.2,0,0,
532,2021,Joshua Primo,SG,12,76.0,189.0,81.25,102.5,8'6.5'',30.5,37.5,10.97,3.22,7319,12,30,674,.431,.500,.381,.750,8.1,3.4,0.8,0.6,0.3,2.1,3.7,965,1,965.0
533,2021,Neemias Queta,C,39,83.25,248.4,88.0,112.5,9'4.5'',27.0,33.0,11.85,3.29,8253,39,29,871,.559,.562,.000,.707,14.9,10.1,2.7,1.1,3.3,5.8,12.2,121,1,121.0
534,2021,Jeremiah Robinson-Earl,PF,32,79.75,242.4,81.75,105.5,8'9.5'',27.0,32.0,11.64,3.29,7998,32,25,862,.497,.574,.280,.714,15.7,8.5,2.2,1.0,0.6,4.1,7.6,1088,1,1088.0
535,2021,Jericho Sims,C,58,81.0,250.2,87.25,106.0,8'10.0'',37.0,44.5,11.59,3.05,8715,58,26,638,.696,.696,0,.520,9.2,7.2,0.7,0.7,1.1,2.9,6.9,557,1,557.0
536,2021,Jaden Springer,SG,28,75.0,202.0,79.75,99.0,8'3.0'',34.5,41.5,11.46,3.13,7230,28,25,648,.467,.475,.435,.810,12.5,3.5,2.9,1.2,0.4,2.9,6.9,6,1,6.0
537,2021,JT Thor,PF,37,80.5,203.0,87.25,110.0,9'2.0'',31.5,35.0,12.19,3.06,7201,37,27,622,.440,.530,.297,.741,9.4,5.0,0.9,0.8,1.4,2.0,4.7,260,1,260.0
538,2021,Joe Wieskamp,SF,41,77.75,204.8,83.0,103.0,8'7.0'',30.0,42.0,10.7,3.04,8293,41,31,907,.491,.518,.462,.677,14.8,6.6,1.7,0.9,0.3,4.1,9.3,205,1,205.0
539,2021,Aaron Wiggins,SG-SF,55,76.5,190.0,81.75,103.0,8'7.0'',29.5,36.0,11.2,3.04,8062,55,31,1023,.446,.514,.356,.772,14.5,5.8,2.5,1.1,0.5,3.7,7.0,1211,1,1211.0
540,2021,Ziaire Williams,SF,10,80.25,188.4,82.25,106.5,8'10.5'',34.0,39.5,10.69,3.12,7582,10,20,558,.374,.427,.291,.796,10.7,4.6,2.2,0.9,0.6,0.6,0.3,1344,1,1344.0
